Date/Time,Cooling:Electricity [J](Hourly),Heating:NaturalGas [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 10/24  07:00:00,0.0,0.0,26284081.875110786,146293383.9335011,15158561.121220492,5987799.176932977,207440395.86152673,207440395.86152768,256533726.4041423 
 10/24  08:00:00,0.0,0.0,18466671.234855436,149227177.34515285,15118160.687223209,5987799.176932977,195641533.43827158,195641533.43827254,234118798.61469132 
 10/24  09:00:00,399589.0030463111,0.0,15807040.873338813,139867388.97765952,14227824.549152264,5987799.176932977,179367285.4079067,179367285.40790775,217480387.65522358 
 10/24  10:00:00,1228999.6124407263,0.0,15807040.873338813,128503692.2426721,14233954.487836583,5987799.176932977,168151671.54559118,168151671.54559213,181163721.2410898 
 10/24  11:00:00,18994084.254321415,0.0,15807040.873338813,130177723.87517832,19024375.72404489,5987799.176932977,192066312.07237765,192066312.0723786,144135139.19642425 
 10/24  12:00:00,39439597.208507225,0.0,15590730.651414875,128385990.86668785,24219439.171184234,5987799.176932977,215752571.6626054,215752571.6626064,140781434.42932892 
 10/24  13:00:00,51287315.38078238,0.0,15807040.873338813,123481597.34515285,28942974.295105964,5987799.176932977,227673389.4272112,227673389.42721218,111179516.41433042 
 10/24  14:00:00,54701112.76366053,0.0,15807040.873338813,121807565.71264665,29079162.872269474,5987799.176932977,229556779.0321927,229556779.0321937,109492428.63439816 
 10/24  15:00:00,41252798.0335353,0.0,19796486.53312959,126829660.61016576,25916284.933445606,5987799.176932977,221906636.04295817,221906636.04295912,111102515.32458411 
 10/24  16:00:00,33079381.83320016,0.0,29105192.44588942,161629800.20024115,23215452.220564287,5987799.176932977,255455289.3047792,255455289.3047802,141479317.48595995 
 10/24  17:00:00,37949177.230508864,0.0,35592787.787870474,204884491.0712216,24420332.66007911,5987799.176932977,312140023.3396244,312140023.3396253,179207574.08828908 
 10/24  18:00:00,30552705.77929951,0.0,44901493.93566237,204645835.6122203,22195783.42667363,5987799.176932977,338515586.9606037,338515586.9606023,218719972.20146164 
 10/24  19:00:00,26682946.9186028,0.0,51550569.72193773,185571734.18467608,21060656.256996453,5987799.176932977,320715782.55174226,320715782.55174327,202178773.37463006 
 10/24  20:00:00,20810782.073396932,0.0,51550569.72193773,178875607.65465096,19391255.093333516,5987799.176932977,306242059.12504137,306242059.1250423,193929712.6499145 
 10/24  21:00:00,15771413.76634414,0.0,38252418.149386905,164823601.124626,17972430.381956078,5987799.176932977,272213256.8258119,272213256.82581294,144091583.17636853 
 10/24  22:00:00,10580785.74744209,0.0,24954266.576836366,134031278.26953766,16527713.785329059,5987799.176932977,220934936.31000072,220934936.31000167,140775041.27314633 
 10/24  23:00:00,5414556.708568778,0.0,15645560.66407668,104912987.04695597,15164161.969577495,5987799.176932977,175685396.79615176,175685396.79615268,55070069.933113754 
 10/24  24:00:00,1113110.0705377948,0.0,11656115.239317864,79472635.82437395,14198310.445182014,5987799.176932977,141233104.74981177,141233104.74981275,29404584.0 
 10/25  01:00:00,270205.61652749917,0.0,11656115.239317864,72776509.29434878,14175163.758866828,5987799.176932977,134330019.27381963,134330019.2738206,29404584.0 
 10/25  02:00:00,8789.00163829737,0.0,11656115.239317864,69428446.02933633,14660460.486866083,5987799.176932977,133273543.93603785,133273543.9360388,29404584.0 
 10/25  03:00:00,0.0,0.0,11656115.239317864,67754414.39683005,15136325.066899888,5987799.176932977,133876325.00424871,133876325.00424966,29404584.0 
 10/25  04:00:00,0.0,0.0,16975375.727318894,71432354.39683005,15235307.40114703,5987799.176932977,143322105.58193767,143322105.58193862,29404584.0 
 10/25  05:00:00,0.0,0.0,26284081.875110786,87158392.55936149,15606329.820597716,5987799.176932977,170162823.59041402,170162823.59041497,29404584.0 
 10/25  06:00:00,45925.986770424686,0.0,27613896.938352972,120284500.51693058,15199563.824389052,5987799.176932977,202878998.00048694,202878998.0004879,192452552.7617427 
 10/25  07:00:00,241178.75224203232,0.0,26284081.875110786,146293383.9335011,14781895.697786221,5987799.176932977,205587883.9774283,205587883.97742924,263975833.5459001 
 10/25  08:00:00,3056395.4774915827,0.0,18466671.234855436,149227177.34515285,14998037.214320924,5987799.176932977,195106823.7672827,195106823.76728365,227157824.7273847 
 10/25  09:00:00,17545258.63017304,0.0,15807040.873338813,139867388.97765952,18594695.169419322,5987799.176932977,199950742.1377012,199950742.1377022,217658957.25298876 
 10/25  10:00:00,41038971.67423802,0.0,15807040.873338813,128503692.2426721,25644998.245062016,5987799.176932977,219151489.3110538,219151489.3110549,181258296.61088428 
 10/25  11:00:00,58225781.16183494,0.0,15807040.873338813,130177723.87517832,31214884.192612376,5987799.176932977,243707683.6131974,243707683.6131984,144220321.82953903 
 10/25  12:00:00,40586932.97923234,0.0,15590730.651414875,128385990.86668785,25038534.72457064,4524090.474007425,216219949.91415292,216219949.91415393,140830020.8987673 
 10/25  13:00:00,0.0,0.0,15807040.873338813,123481597.34515285,13740464.396913761,132964.3652307693,154745753.05257082,154745753.05257183,111211912.97663501 
 10/25  14:00:00,33174997.052522346,0.0,15807040.873338813,121807565.71264665,23214801.560362358,4524090.474007425,200427311.87092334,200427311.8709243,109477124.03553219 
 10/25  15:00:00,0.0,0.0,19796486.53312959,126829660.61016576,13740464.396913761,132964.3652307693,162142400.33016795,162142400.3301689,111129746.92271884 
 10/25  16:00:00,0.0,0.0,29105192.44588942,161629800.20024115,13740464.396913761,132964.3652307693,206653525.39136893,206653525.39136994,141541107.93906522 
 10/25  17:00:00,67846546.62409061,0.0,35592787.787870474,204884491.0712216,34771089.51746501,5987799.176932977,352600493.88952684,352600493.8895252,179237571.73915404 
 10/25  18:00:00,50424899.83532027,0.0,44901493.93566237,204645835.6122203,28456986.976569373,5987799.176932977,364794410.60037506,364794410.60037166,218804780.44590417 
 10/25  19:00:00,36315754.077815816,0.0,51550569.72193773,185571734.18467608,24013801.68234107,5987799.176932977,333360464.87024736,333360464.87024844,216037608.82255724 
 10/25  20:00:00,30667757.41062601,0.0,51550569.72193773,178875607.65465096,22300579.507950462,5987799.176932977,319075830.6609299,319075830.66093105,180659665.89632434 
 10/25  21:00:00,26797533.11469582,0.0,38252418.149386905,164823601.124626,21146631.163609914,5987799.176932977,286502150.58002454,286502150.58002555,144187961.1915216 
 10/25  22:00:00,18822624.719422556,0.0,24954266.576836366,134031278.26953766,18836835.517808996,5987799.176932977,231553039.63241252,231553039.63241345,140825854.22667325 
 10/25  23:00:00,14115529.43311222,0.0,15645560.66407668,104912987.04695597,17497733.58717212,5987799.176932977,186668518.97866917,186668518.97867012,80610430.0768744 
 10/25  24:00:00,7023556.691456225,0.0,11656115.239317864,79472635.82437395,15667689.356953861,5987799.176932977,148378633.50974268,148378633.50974366,29404584.0 
 10/26  01:00:00,1400092.4425933412,0.0,11656115.239317864,72776509.29434878,14761946.06358068,5987799.176932977,137188453.97137955,137188453.9713805,29404584.0 
 10/26  02:00:00,262065.85024023795,0.0,11656115.239317864,69428446.02933633,15034444.025489472,5987799.176932977,135067922.34976578,135067922.34976676,29404584.0 
 10/26  03:00:00,223519.42445352534,0.0,11656115.239317864,67754414.39683005,15142956.483322281,5987799.176932977,133932753.49717343,133932753.49717443,29404584.0 
 10/26  04:00:00,140281.68274268374,0.0,16975375.727318894,71432354.39683005,15411661.341652084,5987799.176932977,144232846.7985934,144232846.79859436,29404584.0 
 10/26  05:00:00,135331.599660372,0.0,26284081.875110786,87158392.55936149,15757728.24765125,5987799.176932977,170983080.14313802,170983080.14313897,29404584.0 
 10/26  06:00:00,267075.35875506623,0.0,27613896.938352972,120284500.51693058,15770975.780782275,5987799.176932977,205710956.87424818,205710956.8742491,192902452.60803026 
 10/26  07:00:00,560064.3222152179,0.0,26284081.875110786,146293383.9335011,15449191.983661674,5987799.176932977,208847472.43284142,208847472.43284237,231089050.51794076 
 10/26  08:00:00,7830862.9760500295,0.0,18466671.234855436,149227177.34515285,16493507.8382693,5987799.176932977,202313574.74311358,202313574.74311453,259919855.0880746 
 10/26  09:00:00,23763798.71090693,0.0,15807040.873338813,139867388.97765952,20502732.66991234,5987799.176932977,208477042.49595898,208477042.49596012,200700024.06281173 
 10/26  10:00:00,43485904.40208445,0.0,15807040.873338813,128503692.2426721,26439474.68434594,5987799.176932977,222413723.40980494,222413723.40980595,197855519.01908356 
 10/26  11:00:00,61794000.77770758,0.0,15807040.873338813,130177723.87517832,32481541.799219232,5987799.176932977,248573146.08989558,248573146.08989653,144214803.22138864 
 10/26  12:00:00,71821375.34276175,0.0,15590730.651414875,128385990.86668785,35063916.50741708,5987799.176932977,259249655.3303884,259249655.33038938,140863124.88670322 
 10/26  13:00:00,43641876.04345608,0.0,15807040.873338813,123481597.34515285,27238198.283049244,4524090.474007425,216733582.07396454,216733582.07396555,111219589.43469405 
 10/26  14:00:00,0.0,0.0,15807040.873338813,121807565.71264665,12748161.084893314,132964.3652307693,152050692.25367457,152050692.25367555,109512310.00732473 
 10/26  15:00:00,0.0,0.0,19796486.53312959,126829660.61016576,13740464.396913761,132964.3652307693,162142400.33016795,162142400.3301689,111141443.70185392 
 10/26  16:00:00,0.0,0.0,29105192.44588942,161629800.20024115,13740464.396913761,132964.3652307693,206653525.39136893,206653525.39136994,141564979.48668528 
 10/26  17:00:00,21890569.037082527,0.0,35592787.787870474,204884491.0712216,20842519.9040951,1596673.068156321,287881060.860889,287881060.8608888,179376310.7730521 
 10/26  18:00:00,51101496.30185973,0.0,44901493.93566237,204645835.6122203,28765058.266830653,5987799.176932977,365786458.93001056,365786458.93000704,219011403.15923733 
 10/26  19:00:00,42518572.00193617,0.0,51550569.72193773,185571734.18467608,25945750.19609423,5987799.176932977,341549491.3034071,341549491.3034082,201734391.09796122 
 10/26  20:00:00,35205231.91870986,0.0,51550569.72193773,178875607.65465096,23672643.49518211,5987799.176932977,325027789.52827764,325027789.52827865,194777015.17309046 
 10/26  21:00:00,25318463.80376111,0.0,38252418.149386905,164823601.124626,20732721.734920807,5987799.176932977,284592846.1703204,284592846.1703212,144199718.80007482 
 10/26  22:00:00,15652991.914166676,0.0,24954266.576836366,134031278.26953766,18007405.35854291,5987799.176932977,227718860.77974814,227718860.7797491,140861468.30135584 
 10/26  23:00:00,9157020.383612623,0.0,15645560.66407668,104912987.04695597,16298035.569026554,5987799.176932977,181052615.0176316,181052615.01763254,66270117.19786558 
 10/26  24:00:00,4827244.561847388,0.0,11656115.239317864,79472635.82437395,15388046.735969704,5987799.176932977,147050740.7235823,147050740.72358328,42895323.37341959 
 10/27  01:00:00,3904301.065086839,0.0,11656115.239317864,72776509.29434878,15135639.115122454,5987799.176932977,139062037.73643735,139062037.73643833,29404584.0 
 10/27  02:00:00,2224446.7829243913,0.0,11656115.239317864,69428446.02933633,15097306.330732413,5987799.176932977,135471694.70298734,135471694.7029883,29404584.0 
 10/27  03:00:00,2009125.7244237575,0.0,11656115.239317864,67754414.39683005,14991129.64067125,5987799.176932977,133270318.31260462,133270318.31260559,29404584.0 
 10/27  04:00:00,1439496.7868975888,0.0,16975375.727318894,71432354.39683005,15003563.81014231,5987799.176932977,142306539.4708367,142306539.47083765,29404584.0 
 10/27  05:00:00,1389815.5928638317,0.0,26284081.875110786,87158392.55936149,15132048.726124067,5987799.176932977,168037591.53353736,168037591.53353834,29404584.0 
 10/27  06:00:00,3233128.8949830425,0.0,27613896.938352972,120284500.51693058,15160731.16008011,5987799.176932977,202901356.85603654,202901356.85603744,193025257.7957182 
 10/27  07:00:00,4403944.326468111,0.0,26284081.875110786,146293383.9335011,15292066.714641932,5987799.176932977,208251204.592227,208251204.59222797,230847063.7309455 
 10/27  08:00:00,12695220.097813211,0.0,18466671.234855436,149227177.34515285,17308636.701637533,5987799.176932977,206173588.29349083,206173588.29349178,260546124.9176494 
 10/27  09:00:00,29116942.38667178,0.0,15807040.873338813,139867388.97765952,21921165.428847965,5987799.176932977,214725660.56148565,214725660.56148663,189672973.92491537 
 10/27  10:00:00,41441912.99608369,0.0,15807040.873338813,128503692.2426721,25645796.56280089,5987799.176932977,219491145.0622688,219491145.06226987,208790320.2760877 
 10/27  11:00:00,58494617.647841066,0.0,15807040.873338813,130177723.87517832,31232313.531584244,5987799.176932977,244012506.67295378,244012506.67295474,144257245.14913166 
 10/27  12:00:00,65476505.77309493,0.0,15590730.651414875,128385990.86668785,32661042.71883486,5987799.176932977,250470188.1135289,250470188.11352992,140904263.83008176 
 10/27  13:00:00,41919084.92991206,0.0,15807040.873338813,123481597.34515285,26621248.2582403,4524090.474007425,214402432.9684252,214402432.9684261,111250157.72305518 
 10/27  14:00:00,0.0,0.0,15807040.873338813,121807565.71264665,12748161.084893314,132964.3652307693,152050692.25367457,152050692.25367555,109544378.36337662 
 10/27  15:00:00,0.0,0.0,19796486.53312959,126829660.61016576,13740464.396913761,132964.3652307693,162142400.33016795,162142400.3301689,111172663.33722953 
 10/27  16:00:00,33009406.508763134,0.0,29105192.44588942,161629800.20024115,23355600.13901472,4524090.474007425,254040625.8909691,254040625.89097014,141608667.94014108 
 10/27  17:00:00,42796991.263120174,0.0,35592787.787870474,204884491.0712216,26000910.67017495,5987799.176932977,325374549.0301753,325374549.03017604,179462707.27876619 
 10/27  18:00:00,34650131.09320733,0.0,44901493.93566237,204645835.6122203,23518778.21179098,5987799.176932977,343979441.553554,343979441.5535522,219152248.49997252 
 10/27  19:00:00,35781316.52771315,0.0,51550569.72193773,185571734.18467608,23838012.369581833,5987799.176932977,332680630.9180492,332680630.9180503,202867558.78481883 
 10/27  20:00:00,32608954.10379224,0.0,51550569.72193773,178875607.65465096,22867093.932947114,5987799.176932977,321633782.4553399,321633782.455341,193881807.49244887 
 10/27  21:00:00,27088908.604059998,0.0,38252418.149386905,164823601.124626,21219773.593300812,5987799.176932977,286894670.82540613,286894670.825407,144255938.64814603 
 10/27  22:00:00,18051027.082623944,0.0,24954266.576836366,134031278.26953766,18610112.514763474,5987799.176932977,230564268.61279106,230564268.61279207,140905590.02519023 
 10/27  23:00:00,10092687.344758965,0.0,15645560.66407668,104912987.04695597,16449876.898572534,5987799.176932977,181814146.67171454,181814146.6717155,80749871.29784222 
 10/27  24:00:00,5105275.382873028,0.0,11656115.239317864,79472635.82437395,15206886.117632296,5987799.176932977,146194588.452816,146194588.45281696,29404584.0 
 10/28  01:00:00,2847560.436219146,0.0,11656115.239317864,72776509.29434878,14749861.42038668,5987799.176932977,137197159.49994785,137197159.4999488,29404584.0 
 10/28  02:00:00,2422245.810130061,0.0,11656115.239317864,69428446.02933633,14625272.34484053,5987799.176932977,133205494.02598311,133205494.02598408,29404584.0 
 10/28  03:00:00,1992921.5577855953,0.0,11656115.239317864,67754414.39683005,14543081.77865373,5987799.176932977,131110105.01881805,131110105.01881903,29404584.0 
 10/28  04:00:00,2153535.5004609902,0.0,16975375.727318894,71432354.39683005,14508924.737082269,5987799.176932977,139944790.66116124,139944790.66116223,29404584.0 
 10/28  05:00:00,4860242.0078111105,0.0,26284081.875110786,87158392.55936149,15076921.651965179,5987799.176932977,167843439.46105614,167843439.4610571,29404584.0 
 10/28  06:00:00,5764923.3254781775,0.0,27613896.938352972,120284500.51693058,15310523.118845016,5987799.176932977,203642545.01340324,203642545.01340425,193158551.03398845 
 10/28  07:00:00,5859329.627755863,0.0,26284081.875110786,146054728.47449982,15332599.046239756,5987799.176932977,208213098.67153263,208213098.67153358,231025602.69837585 
 10/28  08:00:00,4875231.089753425,0.0,16975375.727318894,147728760.107006,15062746.954884246,5987799.176932977,192561873.20757928,192561873.20758027,260739887.59230146 
 10/28  09:00:00,4167776.7425178015,0.0,14315745.365802372,138368971.73951268,14870224.710707044,5987799.176932977,179632826.9361055,179632826.93610644,196453298.68502417 
 10/28  10:00:00,8322046.30774533,0.0,14315745.365802372,127005275.00452524,15921967.49986142,5987799.176932977,173385501.3806296,173385501.38063058,202413366.3605781 
 10/28  11:00:00,12251775.159634372,0.0,14315745.365802372,128679306.63703147,16963127.18150229,5987799.176932977,180027108.80334046,180027108.80334142,144320341.32627589 
 10/28  12:00:00,11778226.01614222,0.0,14315745.365802372,127005275.00452524,16834072.20866365,5987799.176932977,177718164.21491948,177718164.21492043,140950235.94980648 
 10/28  13:00:00,14151384.49118209,0.0,14315745.365802372,121983180.10700601,17488235.449785754,5987799.176932977,175665185.57605898,175665185.57605997,111273207.65003458 
 10/28  14:00:00,9771107.616405645,0.0,14315745.365802372,120309148.4744998,16291372.728248728,5987799.176932977,168331917.29517737,168331917.29517832,109570983.55443887 
 10/28  15:00:00,15984556.542248018,0.0,18305191.025593143,125331243.3720189,18001516.527963623,5987799.176932977,185419267.3917725,185419267.39177343,111204145.10640073 
 10/28  16:00:00,24894152.77732956,0.0,27613896.938352972,160131382.9620943,20521325.097216964,5987799.176932977,241450155.88222384,241450155.88222477,141660485.48569208 
 10/28  17:00:00,25247901.467258576,0.0,35592787.787870474,204645835.6122203,20616479.057784162,5987799.176932977,302000603.9741555,302000603.9741565,179552517.38904446 
 10/28  18:00:00,19578637.730518796,0.0,44901493.93566237,204645835.6122203,18999607.07474069,5987799.176932977,324223154.3572721,324223154.357272,219221584.02799028 
 10/28  19:00:00,15830561.347689815,0.0,51550569.72193773,185571734.18467608,17954616.29135822,5987799.176932977,306637019.1769347,306637019.1769357,216403074.47912878 
 10/28  20:00:00,14009686.822283678,0.0,51550569.72193773,178875607.65465096,17449047.390993953,5987799.176932977,297422063.15491414,297422063.1549151,180919299.33700788 
 10/28  21:00:00,12742585.057652574,0.0,38252418.149386905,164823601.124626,17097795.525009677,5987799.176932977,268275873.59175774,268275873.59175876,144332162.68250078 
 10/28  22:00:00,7442921.062009498,0.0,24954266.576836366,134031278.26953766,15664906.934592875,5987799.176932977,216901237.5955673,216901237.5955683,140954416.13904464 
 10/28  23:00:00,3744083.640582405,0.0,15645560.66407668,104912987.04695597,14736064.437168157,5987799.176932977,173627255.83439362,173627255.83439454,80666950.37381437 
