Date/Time,BASEMENT:Zone Air Temperature [C](Hourly),CORE_BOTTOM:Zone Air Temperature [C](Hourly),CORE_MID:Zone Air Temperature [C](Hourly),CORE_TOP:Zone Air Temperature [C](Hourly),PERIMETER_BOT_ZN_3:Zone Air Temperature [C](Hourly),PERIMETER_BOT_ZN_2:Zone Air Temperature [C](Hourly),PERIMETER_BOT_ZN_1:Zone Air Temperature [C](Hourly),PERIMETER_BOT_ZN_4:Zone Air Temperature [C](Hourly),PERIMETER_MID_ZN_3:Zone Air Temperature [C](Hourly),PERIMETER_MID_ZN_2:Zone Air Temperature [C](Hourly),PERIMETER_MID_ZN_1:Zone Air Temperature [C](Hourly),PERIMETER_MID_ZN_4:Zone Air Temperature [C](Hourly),PERIMETER_TOP_ZN_3:Zone Air Temperature [C](Hourly),PERIMETER_TOP_ZN_2:Zone Air Temperature [C](Hourly),PERIMETER_TOP_ZN_1:Zone Air Temperature [C](Hourly),PERIMETER_TOP_ZN_4:Zone Air Temperature [C](Hourly),GROUNDFLOOR_PLENUM:Zone Air Temperature [C](Hourly),MIDFLOOR_PLENUM:Zone Air Temperature [C](Hourly),TOPFLOOR_PLENUM:Zone Air Temperature [C](Hourly),DATACENTER_BOT_ZN_6:Zone Air Temperature [C](Hourly),DATACENTER_MID_ZN_6:Zone Air Temperature [C](Hourly),DATACENTER_TOP_ZN_6:Zone Air Temperature [C](Hourly),DATACENTER_BASEMENT_ZN_6:Zone Air Temperature [C](Hourly),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Cooling:Electricity [J](Hourly),Humidifier:Electricity [J](Hourly),Heating:NaturalGas [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly) 
 01/01  17:00:00,26.885555417944843,25.07323103168351,22.598426221946152,21.092782941696566,23.498073672255334,24.545392186443916,26.644617526866273,26.65026830226113,20.671835352848266,22.516761263898218,26.680302124988135,24.98206021560587,19.611740530652572,21.587008325161843,26.941023330889664,24.414001757099825,25.391793051439326,23.165866344536152,22.293348831484717,27.000736153638638,27.000523578228407,26.999998436509316,27.005026043063506,539860.0381953451,297844463.6844395,24926485.98531644,0.0,43708954.8400367,824394452.0555365,223328303.338291,80854178.05439503 
 01/01  18:00:00,26.953468290526317,25.32774097468344,22.88106886329113,21.6407753506937,23.516883466986343,24.48258562279982,26.272076552680875,26.097318221977233,20.72184920448038,22.478110921378107,26.4505048615499,24.183696216205792,19.703911594354583,21.660327468057798,26.114500207473906,23.70037752298993,25.39437273345081,23.142476501576017,22.03771700769056,27.001037967624175,27.000752727411154,27.000000792557785,27.004317831329903,563690.7582700385,210485657.3061184,30407956.255419023,0.0,48362016.69552845,824394452.0555365,197419270.25981528,74389614.34197849 
 01/01  19:00:00,26.820793017843815,26.193924492355706,23.561085245252148,21.542075300037666,23.81269941016492,24.77528409732527,26.302369263140736,25.860370890943106,20.81447801436987,22.56228578409038,26.217595841078758,23.718196970133004,19.373950511884466,21.20854943729405,25.14758440211485,22.662416271473035,25.432067446591955,23.16710642053033,21.273417335387187,27.00109935041507,27.000723551802192,27.000008384409757,27.0014061266408,525433.0495742914,129377328.33862716,40792356.532796375,0.0,38694479.62202592,746122165.6661776,177250394.28532425,42593710.00777842 
 01/01  20:00:00,26.89643732899671,26.40217251813155,23.662587886605962,21.411343672395684,23.80511774281463,24.70266851257931,26.04164528007563,25.683446931668854,20.732912228012353,22.380833353556543,25.800684825905563,23.379352768485976,19.150134258568553,20.856679498259464,24.50044825541052,22.183112434339467,25.463156581731237,23.163764966624125,20.595089370224713,27.000656297838187,27.000470983105227,27.000003036292956,27.001382003921847,478032.7183915581,120176341.31947398,45674259.477866955,0.0,36545657.73145594,746122165.6661776,169036806.45561668,23559712.960237894 
 01/01  21:00:00,26.706630354221673,26.44395567827708,23.69693097040113,21.300193563714924,23.70440754328848,24.523044101385892,25.67998524228257,25.456639434791175,20.588892265062526,22.1249229946455,25.314941057430456,23.02789925452255,18.894218332690716,20.486820066175582,23.8561637901206,21.725532489807406,25.43749924435183,23.119250569528816,20.094249176565352,27.000477222037805,27.000346314785887,27.000000721187963,27.0006564347794,469447.45764118625,118732745.18450053,45805447.8673428,0.0,36545657.73145594,746122165.6661776,177250394.28532425,29904981.048063878 
 01/01  22:00:00,26.84228683624961,26.462699749459762,23.716631626583098,21.203046970928202,23.57666829647643,24.314095892908796,25.296957923106586,25.227277698951696,20.40251561806143,21.82877675506052,24.790108878134777,22.666915882816216,18.612907207389778,20.09909291098944,23.216106377663177,21.289634622672807,25.37958949630334,23.03986750854801,19.74115071992867,27.000406709556064,27.000280017986654,27.03639179542775,27.000074995037807,433433.6310187462,115402700.97500879,45268221.31417248,0.0,36545657.73145594,746122165.6661776,169036806.45561668,23559184.64524675 
 01/01  23:00:00,26.801578747054734,26.468129013396695,23.72305934641736,21.105044693631324,23.405026221213006,24.06197111387816,24.88961881558555,24.967330421997854,20.17884264711991,21.496525374898823,24.248113237569243,22.299134746888928,18.300720175787035,19.67440565325641,22.5831788447889,20.853808929848004,25.30818741238288,22.9471455059614,19.432572593233548,27.0003960102748,27.000252836020888,27.00004577625896,27.000070677472944,402875.0823338547,115264666.34548403,46108770.593717776,0.0,36545657.73145594,746122165.6661776,174512531.6754217,29904191.781043656 
 01/01  24:00:00,26.741654779234324,26.464713983004412,23.719099764202777,20.992264377945833,23.230334072592854,23.81101953166649,24.496361739726712,24.710130509863063,19.949325386730834,21.16317609856357,23.710951141824577,21.943446291706753,17.987103787749252,19.248639839641562,21.9595486928511,20.425258264947484,25.23461769616071,22.84889631853942,19.09296139585993,27.000394001061185,27.00023470170619,26.9618468183773,26.999905494767415,379025.1216864267,112606368.18125555,46781771.43288111,0.0,36545657.73145594,746122165.6661776,174512531.67542174,23559034.021358166 
 01/02  01:00:00,26.804127845700375,26.528404649122184,23.782183673005985,20.939795613398235,23.261833442026077,23.783101796240782,24.328107543721334,24.676077475503245,19.97687358783053,21.11556074330478,23.498806858536643,21.886233643013686,17.940011947822132,19.126984691715602,21.6499899457279,20.289574880120895,25.206950710463605,22.82222915059985,18.82507030797806,27.000294039723894,27.000178802963813,26.80838642433824,26.999798069143853,388922.24083995423,111955358.85054381,47683010.38941009,0.0,36545657.73145594,836730825.2177298,169036806.4556167,23357048.88297666 
 01/02  02:00:00,26.89020231065075,26.55478933038742,23.80939363442626,20.85938083785651,23.30173341861703,23.77813290253521,24.191833018617746,24.656205256305626,20.051567564223557,21.133366726166283,23.391903873109502,21.896693970908142,17.94550310029892,19.08206831744218,21.439913114287492,20.22789291973915,25.21854902582133,22.851358466259637,18.648458779959622,27.00022826646625,27.00013795283589,26.655109271132336,26.999705113707694,388275.74924032344,111487831.9592961,46515859.04723486,0.0,36545657.73145594,836730825.2177298,169036806.45561665,23356665.45160886 
 01/02  03:00:00,26.893630688146157,26.560044363516806,23.816666573028346,20.758489811280935,23.29424706204908,23.716444652279264,24.016334127194625,24.58288228643595,20.025714763866688,21.032499362408533,23.14996419624345,21.783533940860366,17.842984568640126,18.904987521027053,21.105135537391764,20.043513468762168,25.176889718907685,22.80730937905096,18.421078725970524,27.00038987888712,27.000202865723384,26.53681754051533,27.000082786878124,390846.82422355976,112087819.5004003,43918707.36990905,0.0,36545657.73145594,836730825.2177298,174512531.6754217,23356936.12086176 
 01/02  04:00:00,26.805470420682628,26.56081492858736,23.81847275682504,20.656559393719697,23.31589196655646,23.68838324002579,23.88770467706902,24.542994881880308,20.030032254435593,20.966578760738958,22.96283352701418,21.70540922207634,17.775962651534858,18.765724032553425,20.82301780936264,19.893391510309744,25.135111830609304,22.76320399449111,18.254406756222334,27.000553376716752,27.00028484863108,26.43127058952049,27.000268244919855,394082.55511074746,113931606.99463543,43268687.61079262,0.0,36545657.73145594,836730825.2177298,174512531.6754217,29701956.445042662 
 01/02  05:00:00,26.75027404415066,26.55889330372791,23.81667190659188,20.561830171072717,23.254671458223104,23.579379724134895,23.687945166846692,24.420460051088142,19.954618840362752,20.823525286971247,22.71012428616029,21.548424773702365,17.634605894835865,18.55741477736755,20.48961614174608,19.675988340328693,25.0947865169244,22.719280755666045,18.115309958267773,27.000617418981534,27.000324101498837,26.282545675814987,27.00017607946891,389515.78272015235,111565835.33111423,43408331.34578,0.0,36545657.73145594,836730825.2177298,174512531.6754217,23356786.304958753 
 01/02  06:00:00,25.47395109587183,25.260755461980562,23.81090296219706,20.147885354254523,22.695308931287954,22.964121731249715,22.98444136975266,23.744099394708925,19.857712710570265,20.664398237011756,22.44939000826567,21.376050425822783,19.386001015929825,19.62395187861346,20.06188004640042,19.89153510967705,24.993203055049424,22.677735840279905,18.277177793583807,27.000452396363404,27.00024967564869,26.128552371138266,26.999866533044244,427039.0041192777,135488901.1535963,44309336.637095585,16666954.209953662,38137022.65685523,836730825.2177298,183793205.93626508,59192350.236302815 
 01/02  07:00:00,24.02216344024757,24.008248008088298,22.85480320260763,20.982009686562684,22.300640285564356,22.520456545750875,22.49622719022069,23.28668931650967,20.992880083620797,21.003604201702192,21.643950986593183,21.01173608716726,20.99300312877467,20.99742579706201,21.01076580598746,21.00553985208858,24.526530134424096,22.582711319728062,18.721896343780376,27.00054330292601,27.000314606376307,26.061841161632586,27.000001517929608,581239.3207171102,165186562.36616215,44916380.357745446,533552727.45912,88762776.67582561,941093873.7368754,256423628.00377762,95930767.47932556 
 01/02  08:00:00,23.999968089028773,23.9998886364623,22.633364341410267,21.000394504020512,22.29268652649797,23.13009435244147,22.767013442676433,23.264113663266595,20.999928365309895,21.145191125906287,21.707735692754795,20.999890031388517,21.000260012161775,20.99970312467281,21.00021556874682,20.999847741870205,24.39106152983008,22.443655695631858,18.93649310700793,27.00055174091381,27.000321164502495,26.24015613023748,27.000005813401486,619409.4089667792,155774515.72970346,41979137.395620525,427294099.64197505,279646257.7145797,941093873.7368754,254727385.53811076,94798262.2472291 
 01/02  09:00:00,23.99972385149472,23.99972553549704,23.565241701630814,21.363380771326362,23.009037564819746,23.999073172280934,23.934156979069957,23.91280221328932,21.00027609405531,23.06349653806386,23.294871998532376,21.464786665861357,21.000513955311273,21.63964699060347,21.725855695519456,21.000398590493187,24.400388024187208,22.681624634963246,19.384432085843034,27.001022613390827,27.00011072478124,26.6846804097283,27.000023904479566,921357.552857516,179133157.20259273,33951227.74703316,190377394.99065462,776464567.441367,1524590982.1435692,263173128.20284063,93972332.29720508 
 01/02  10:00:00,23.999241795411844,23.999483725388718,23.96929080353475,21.77797051223233,23.328564681291112,23.99961689422412,23.99953101737479,23.999658329916368,21.010661242035145,23.985535995866712,23.998425352835515,21.753910028664112,21.001500864930318,22.735509560036842,23.173608850015587,21.0005253140986,24.413299123968297,23.006413898209786,20.32507320531899,27.001680508954234,27.000001144960894,26.985335344500513,27.000025760057152,891638.0778261541,192720017.42208746,35931281.85278747,78196891.62722751,766187918.2276132,1524590982.1435692,270692064.76870096,93647482.1899872 
