Date/Time,Cooling:Electricity [J](Hourly),Humidifier:Electricity [J](Hourly),Heating:NaturalGas [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly) 
 02/03  12:00:00,474701699.9470244,57163098.50140768,0.0,766134049.2768176,1950440010.7550895,325560012.9473125,94291686.24585189 
 02/03  13:00:00,487549064.6426867,53189227.95587369,0.0,766134049.2768176,1833740589.0737503,307301168.7682181,93838383.84496695 
 02/03  14:00:00,559340727.090012,42309131.68845919,0.0,766134049.2768176,1950440010.7550895,348425342.07291543,93978791.61709663 
 02/03  15:00:00,599146967.7512462,40463382.017603934,0.0,766134049.2768176,1950440010.7550895,360966390.31516576,94731999.36051305 
 02/03  16:00:00,592616731.8184755,41380714.800134115,0.0,766134049.2768176,1950440010.7550895,387800975.34863245,94828371.76119848 
 02/03  17:00:00,599451499.8607167,41398527.07068652,0.0,773846781.9755864,1950440010.7550895,377195576.71028274,94057000.78651 
 02/03  18:00:00,485793824.3736756,52138715.20053676,0.0,468878196.62574625,1483642324.0297346,270747163.3653471,93609215.73073184 
 02/03  19:00:00,436228126.7260259,59049963.30509703,0.0,296653033.108991,1366942902.3483958,254437216.428516,93491079.7184514 
 02/03  20:00:00,386436636.0536518,64104395.00954664,0.0,296653033.108991,1366942902.3483958,253131912.96461675,93454295.81181708 
 02/03  21:00:00,338952902.4316269,69510046.60803977,87067.95910158083,197765105.62937143,1366942902.3483958,252638944.15044212,93426273.05771342 
 02/03  22:00:00,307709593.1801934,73349326.78706332,1679334.9898375417,197765105.62937143,1366942902.3483958,252360915.1480361,93400944.50123483 
 02/03  23:00:00,205135205.52739334,78142542.21623842,0.0,98887927.4796197,1366942902.3483958,152609630.79620156,17214356.553167153 
 02/03  24:00:00,203213505.97118092,79027105.15619466,0.0,49438589.07487582,1366942902.3483958,152609630.79620156,17214356.553167153 
 02/04  01:00:00,202442929.26101404,79644607.14934088,0.0,38694479.62202592,1171971194.277698,152609630.79620156,17012017.457849614 
 02/04  02:00:00,201518422.9398447,79791071.4858694,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17012017.457849614 
 02/04  03:00:00,201359333.78242683,81019098.43104717,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17012017.457849614 
 02/04  04:00:00,200444473.33087355,80603759.65130588,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17012017.457849614 
 02/04  05:00:00,199242359.26400992,79896890.03255856,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17012017.457849614 
 02/04  06:00:00,205923674.94962427,81104849.9079709,72379651.30562893,36545657.73145594,1171971194.277698,179655281.47858995,23650560.9709177 
 02/04  07:00:00,232693792.78869736,79804999.4377118,526965311.77910906,88762776.67582561,1366942902.3483958,260965315.48921755,90430863.62709239 
 02/04  08:00:00,212732652.69180387,79871272.6189627,440810203.46892655,92686417.68319508,1366942902.3483958,252126300.6847973,94905019.3806165 
 02/04  09:00:00,215645347.95258713,79669397.97298482,318900367.5660738,257011781.9633176,1483642324.0297346,252916829.48457503,94372769.40919068 
 02/04  10:00:00,239803954.604854,78683660.96005604,91178344.65517871,255377965.44577354,1483642324.0297346,253957206.65861252,93646698.7058199 
 02/04  11:00:00,305700183.24740326,74692482.87161705,23818825.878076628,255377965.44577354,1483642324.0297346,257324257.94352394,93473435.3672787 
 02/04  12:00:00,418983589.109346,61093112.0871492,4695874.677586751,255377965.44577354,1483642324.0297346,265383342.5605048,93565864.81651577 
 02/04  13:00:00,453662947.2306312,52886309.41062888,3383822.714690325,127688982.72288677,1308593191.5077264,267094058.54254472,93557154.54322818 
 02/04  14:00:00,475692298.33809483,49199910.10888582,899184.3765274831,127688982.72288677,1308593191.5077264,271061264.06853193,93583807.64895493 
 02/04  15:00:00,514249014.53939086,42807134.30795564,0.0,127688982.72288677,1308593191.5077264,274241528.8645381,93627865.97321567 
 02/04  16:00:00,541585509.3403606,37449485.42062001,0.0,127688982.72288677,1308593191.5077264,278015782.9791821,93745889.73414928 
 02/04  17:00:00,527090202.11679363,36065860.15728598,0.0,128774048.570569,1308593191.5077264,272360445.5863283,94128853.66732271 
 02/04  18:00:00,442251702.5744816,45140831.39992826,0.0,46816064.73898366,1250243480.667057,252126300.6847973,93559099.13231933 
 02/04  19:00:00,250535880.91465724,55096336.9573414,0.0,49438589.07487582,1250243480.667057,152609630.79620156,17214356.553167153 
 02/04  20:00:00,240348537.37844992,59942525.25433264,0.0,38694479.62202592,1171971194.277698,152609630.79620153,17214356.553167153 
 02/04  21:00:00,229446705.97630978,61880128.15561302,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17214356.553167153 
 02/04  22:00:00,219029775.51582745,68214815.69420671,0.0,36545657.73145594,1171971194.277698,152609630.79620153,17214356.553167153 
 02/04  23:00:00,206046675.83451432,77238635.814466,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17214356.553167153 
 02/04  24:00:00,202361158.6535606,79293105.88746774,0.0,36545657.73145594,1171971194.277698,152609630.79620153,17214356.553167153 
 02/05  01:00:00,201277946.56956264,79375143.59782115,0.0,36545657.73145594,1171971194.277698,152609630.79620153,17012017.457849614 
 02/05  02:00:00,200100231.15147722,78913647.9830742,0.0,36545657.73145594,1171971194.277698,152609630.79620153,17012017.457849614 
 02/05  03:00:00,199340039.12911895,79321040.63980235,0.0,36545657.73145594,1171971194.277698,152609630.79620153,17012017.457849614 
 02/05  04:00:00,198713579.96216506,79867402.04059151,0.0,36545657.73145594,1171971194.277698,152609630.79620153,17012017.457849614 
 02/05  05:00:00,197999097.8794027,80588531.51828213,0.0,36545657.73145594,1171971194.277698,152609630.79620153,17012017.457849614 
 02/05  06:00:00,197917667.1508979,81250678.44047865,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17012017.457849614 
 02/05  07:00:00,197109940.7239741,80651928.02871262,0.0,47289767.18430585,1250243480.667057,152609630.79620156,17214356.553167153 
 02/05  08:00:00,196967285.60480058,78947275.61738281,0.0,46324141.480054684,1250243480.667057,152609630.79620156,17214356.553167153 
 02/05  09:00:00,197897096.37582335,78751119.90857086,0.0,42826219.212888554,1250243480.667057,152609630.79620156,17214356.553167153 
 02/05  10:00:00,199721249.4284742,77745545.74427249,0.0,42559924.65578557,1250243480.667057,152609630.79620153,17214356.553167153 
 02/05  11:00:00,225309514.4636006,66662267.23679814,0.0,42559924.65578557,1250243480.667057,153086139.77141127,23561615.84131069 
 02/05  12:00:00,350865179.8227552,54628391.021201804,0.0,42559924.65578557,1250243480.667057,185005629.8460964,93465365.85407552 
 02/05  13:00:00,420055884.81226856,49167530.275618464,0.0,42559924.65578557,1250243480.667057,207514951.33877927,93637507.46370502 
 02/05  14:00:00,409338267.888753,44899476.203246914,0.0,42559924.65578557,1250243480.667057,201947447.56187177,93505099.42468098 
 02/05  15:00:00,456567762.8243406,42629263.80666074,0.0,42559924.65578557,1250243480.667057,211078853.87931842,93505376.42257263 
 02/05  16:00:00,453186995.53543574,39444816.88867988,0.0,42559924.65578557,1250243480.667057,202124389.97162524,93580640.32058156 
 02/05  17:00:00,459178378.61293256,37180356.14083782,0.0,42916421.04954121,1250243480.667057,208508489.34903544,93678109.70382904 
 02/05  18:00:00,405901465.0134194,38821472.32114406,0.0,46812987.67657234,1250243480.667057,194105636.4933517,80844009.8977395 
 02/05  19:00:00,259568758.64673263,47997957.24212978,0.0,38694479.62202592,1171971194.277698,152609630.79620156,17214356.553167153 
 02/05  20:00:00,245840348.06476384,56977464.17599222,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17214356.553167153 
 02/05  21:00:00,227270193.75711092,66576948.40330477,0.0,36545657.73145594,1171971194.277698,152609630.79620153,17214356.553167153 
 02/05  22:00:00,213191395.6343011,74194344.19176935,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17214356.553167153 
 02/05  23:00:00,205924309.072989,78171772.57030696,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17214356.553167153 
 02/05  24:00:00,203259214.08945698,78700310.60568845,0.0,36545657.73145594,1171971194.277698,152609630.79620153,17214356.553167153 
 02/06  01:00:00,202708663.55955234,78272387.86267531,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/06  02:00:00,202054388.57776704,79185631.07591683,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/06  03:00:00,201376694.92878383,79004562.04375145,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/06  04:00:00,200936363.34578332,78522994.44996479,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/06  05:00:00,200383361.85198587,78674260.68817388,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/06  06:00:00,223996597.79996336,80083006.01720415,86574048.485728,38137022.65685523,1262579853.8292506,182304933.3237145,59171651.20387094 
 02/06  07:00:00,251978795.805727,79432993.48084113,546476700.7068539,88762776.67582561,1366942902.3483958,262769898.99786043,95491380.04471746 
 02/06  08:00:00,231273865.8146168,78103464.53374293,501788970.2848487,277792712.8126861,1366942902.3483958,253903281.54228687,95298926.67847522 
 02/06  09:00:00,263460643.2629371,68566618.80111796,143103636.77054748,770617479.7309892,1950440010.7550895,269328868.81043386,93939218.11336543 
 02/06  10:00:00,332476338.9014964,69194357.83615191,9848161.003652984,766134049.2768176,1950440010.7550895,290625132.2693719,93572316.89796984 
 02/06  11:00:00,449282328.7564679,55357243.34482023,783830.8171683825,766134049.2768176,1950440010.7550895,308562615.0601766,94013086.98025341 
 02/06  12:00:00,562341590.6161295,34660589.01477867,0.0,766134049.2768176,1950440010.7550895,333601508.8919264,94555654.184898 
 02/06  13:00:00,564424204.1505618,36526374.038658656,0.0,766134049.2768176,1833740589.0737503,311901408.4029645,94464261.93656224 
 02/06  14:00:00,610365795.3338447,31194722.29728369,0.0,766134049.2768176,1950440010.7550895,338280755.29195684,95082094.54488122 
 02/06  15:00:00,650435046.1500689,25533469.53218276,0.0,766134049.2768176,1950440010.7550895,350263152.95979404,95363270.70707983 
 02/06  16:00:00,678642658.2745442,20132366.577898014,0.0,766134049.2768176,1950440010.7550895,392224044.9517832,95344026.05571699 
 02/06  17:00:00,667052275.7141459,20334880.196623445,0.0,772483818.418231,1950440010.7550895,390956417.0300918,94990650.71045135 
 02/06  18:00:00,520508889.76126575,35908982.940001175,0.0,465959091.3636528,1483642324.0297346,275082195.91952366,93898585.44178957 
 02/06  19:00:00,466361608.0484492,45778697.87301147,0.0,296653033.108991,1366942902.3483958,257681414.22704697,93699172.84763224 
 02/06  20:00:00,450172138.3762514,50906350.6592191,0.0,296653033.108991,1366942902.3483958,254702559.62230486,93631865.8105841 
 02/06  21:00:00,395593246.3060446,55400614.26025609,0.0,197765105.62937143,1366942902.3483958,253658319.59749568,93540352.10932168 
 02/06  22:00:00,369802146.2857832,57269464.09812531,0.0,197765105.62937143,1366942902.3483958,253285457.5814341,93503626.95299828 
 02/06  23:00:00,227952140.75117636,58774392.519572675,0.0,98887927.4796197,1366942902.3483958,152609630.79620156,17214356.553167153 
 02/06  24:00:00,228850449.98063788,59174331.03148242,0.0,49438589.07487582,1366942902.3483958,152609630.79620153,17214356.553167153 
 02/07  01:00:00,226043266.98711145,61798188.93524827,0.0,38694479.62202592,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/07  02:00:00,220691054.38943973,65303359.75556044,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/07  03:00:00,215880487.08908254,67409530.32892038,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/07  04:00:00,215838976.40987006,66632724.62774785,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/07  05:00:00,217490472.73094445,65486295.82508263,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/07  06:00:00,237418815.49068594,69170499.24933767,0.0,38137022.65685523,1262579853.8292506,178294543.48278722,61439655.76909099 
 02/07  07:00:00,339932299.2098999,67294388.22591849,6359048.379717801,88762776.67582561,1366942902.3483958,261579989.66076133,93595736.35891439 
 02/07  08:00:00,328340413.8581815,63547013.71784201,4813236.668228845,281852221.4709698,1366942902.3483958,253408645.36147702,93488104.1342563 
 02/07  09:00:00,391905516.78252625,57265476.5358767,0.0,777918309.4503589,1950440010.7550895,275283891.8322401,93579084.74651752 
 02/07  10:00:00,430517969.03284025,53574194.38957225,0.0,767156520.6636245,1950440010.7550895,289645562.82163185,93655684.88113813 
 02/07  11:00:00,444751877.71326625,46751305.59322752,0.0,766134049.2768176,1950440010.7550895,299532058.1630188,93726192.23514317 
 02/07  12:00:00,490887981.9740882,41169725.73819887,0.0,766134049.2768176,1950440010.7550895,309970714.9243352,93877072.62854001 
 02/07  13:00:00,493261305.454375,43013555.983951874,0.0,766134049.2768176,1833740589.0737503,294148717.4332814,93842994.51824097 
 02/07  14:00:00,537882566.3405321,36456833.51383742,0.0,766134049.2768176,1950440010.7550895,338100315.83483845,94122122.72151995 
 02/07  15:00:00,582258688.9520693,31302955.539973132,0.0,766134049.2768176,1950440010.7550895,362632744.5444143,94326668.06093498 
 02/07  16:00:00,612645166.3731601,30575146.723084107,0.0,766134049.2768176,1950440010.7550895,386170493.17786217,94508898.73638898 
 02/07  17:00:00,603374936.2949253,34121160.375895105,0.0,770814439.7144562,1950440010.7550895,382167468.2490076,94488423.80834691 
 02/07  18:00:00,497514147.6775122,42784521.092826106,0.0,451388128.36417407,1483642324.0297346,280805741.6960326,93813011.79456979 
 02/07  19:00:00,453661219.496561,48646159.96306086,0.0,296653033.108991,1366942902.3483958,255854856.63718447,93594998.72908622 
 02/07  20:00:00,424070664.66022265,52251926.9293582,0.0,296653033.108991,1366942902.3483958,253735904.51601535,93557507.46945027 
 02/07  21:00:00,377360471.52032,57630981.55371179,0.0,197765105.62937143,1366942902.3483958,253187558.53246132,93501767.74460423 
 02/07  22:00:00,350100313.74833053,61404269.41594648,0.0,197765105.62937143,1366942902.3483958,252838985.01587236,93479721.15186383 
 02/07  23:00:00,220651565.0730024,64594791.39507715,0.0,98887927.4796197,1366942902.3483958,152609630.79620156,17214356.553167153 
 02/07  24:00:00,212702774.46158335,69971286.45785081,0.0,49438589.07487582,1366942902.3483958,152609630.79620153,17214356.553167153 
 02/08  01:00:00,206415904.00529063,74667801.19014835,0.0,38694479.62202592,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/08  02:00:00,205250403.16015387,75599360.73822083,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/08  03:00:00,204523534.70752153,76374593.78755398,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/08  04:00:00,203451843.5126339,75315819.69061951,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/08  05:00:00,202457426.51941186,75364660.55864388,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/08  06:00:00,216879189.9080691,77027525.81471679,2652038.129018812,38137022.65685523,1262579853.8292506,178521522.85084718,44524261.960011065 
 02/08  07:00:00,243507457.26725924,75764075.54940356,241771704.8604801,88762776.67582561,1366942902.3483958,262183550.2166804,94250275.40787166 
 02/08  08:00:00,221188003.00394803,74134599.46277522,282826915.88169515,277041606.80076516,1366942902.3483958,252871024.10674733,94259520.94013797 
 02/08  09:00:00,254903430.55015057,68123706.06865223,60831701.896568716,770484643.5925653,1950440010.7550895,278087864.6340596,93582141.18829778 
 02/08  10:00:00,313888688.79045516,66744040.365709886,11070324.482844954,766134049.2768176,1950440010.7550895,300630800.58828986,93509016.75567062 
 02/08  11:00:00,414835564.074342,62098169.59515207,0.0,766134049.2768176,1950440010.7550895,318812276.0495331,93763939.386815 
 02/08  12:00:00,514933506.64864624,48690799.60654086,0.0,766134049.2768176,1950440010.7550895,345784021.78143895,94266571.05824944 
 02/08  13:00:00,552706514.4768384,36767877.4150293,0.0,766134049.2768176,1833740589.0737503,322382985.79846346,94243464.41983241 
 02/08  14:00:00,619044423.4173567,29679904.093972713,0.0,766134049.2768176,1950440010.7550895,361684919.17180485,94782243.58075798 
 02/08  15:00:00,649209567.8406775,28044333.148275,0.0,766134049.2768176,1950440010.7550895,372938194.6665298,95049338.6817752 
 02/08  16:00:00,666242296.4502314,27609170.16180491,0.0,766134049.2768176,1950440010.7550895,413768587.81618583,95146214.32702881 
 02/08  17:00:00,651263500.620172,30000837.479238577,0.0,770455204.7567153,1950440010.7550895,407997870.4631962,95045532.759189 
 02/08  18:00:00,531861740.90907544,38254829.19149997,0.0,449518496.0959224,1483642324.0297346,289353741.1907809,93995412.0611316 
 02/08  19:00:00,470316839.6491525,43183137.1480916,0.0,296653033.108991,1366942902.3483958,258885010.10382354,93680699.92250197 
 02/08  20:00:00,460320331.00063676,45361909.96542229,0.0,296653033.108991,1366942902.3483958,254845691.1073461,93617467.42001396 
 02/08  21:00:00,417445879.4063635,53762076.23510979,0.0,197765105.62937143,1366942902.3483958,253294329.99343896,93550061.45849854 
 02/08  22:00:00,368250270.99149007,59867330.27692787,0.0,197765105.62937143,1366942902.3483958,252896894.43215016,93503140.47663315 
 02/08  23:00:00,217945530.6165853,65679160.06433649,0.0,98887927.4796197,1366942902.3483958,152609630.79620156,17214356.553167153 
 02/08  24:00:00,213902656.89988375,69318207.91612743,0.0,49438589.07487582,1366942902.3483958,152609630.79620153,17214356.553167153 
 02/09  01:00:00,209612882.18353766,71338250.18402858,0.0,38694479.62202592,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/09  02:00:00,205143706.84847125,72565019.49981076,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/09  03:00:00,205079751.06078744,73587965.08103237,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/09  04:00:00,204350113.92179704,73341003.70112908,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/09  05:00:00,203554235.97022033,72821673.59887825,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/09  06:00:00,219226484.76052618,73957263.22121955,0.0,38137022.65685523,1262579853.8292506,178521522.85084718,61433969.6950711 
 02/09  07:00:00,243563351.43517974,75391630.35375546,268451624.94919103,88762776.67582561,1366942902.3483958,262188835.77458367,94326562.11053956 
 02/09  08:00:00,224307660.22555214,72768891.00985381,155265187.8600867,276840493.33691615,1366942902.3483958,252858734.91516227,93877323.56659752 
 02/09  09:00:00,296401802.1027154,65193395.35120401,12659813.294340922,769871957.7396452,1950440010.7550895,284653433.9585024,93468252.96191409 
 02/09  10:00:00,345120071.6678522,64942049.39586668,3916563.4067198653,766134049.2768176,1950440010.7550895,310069849.1474556,93531797.16483137 
 02/09  11:00:00,409381665.44964457,62310144.11300645,0.0,766134049.2768176,1950440010.7550895,326463418.73040855,93694227.45281227 
 02/09  12:00:00,485022402.0159141,52702701.883115865,0.0,766134049.2768176,1950440010.7550895,352823636.72449315,94047062.45778742 
 02/09  13:00:00,532254809.59641546,43412307.01560572,0.0,766134049.2768176,1833740589.0737503,328164711.3021233,94151269.08660635 
 02/09  14:00:00,615452168.2095642,31864792.508987665,0.0,766134049.2768176,1950440010.7550895,360358071.3918734,94771715.07843015 
 02/09  15:00:00,660441820.8042479,24658836.904129207,0.0,766134049.2768176,1950440010.7550895,370422183.47618014,95026234.77784023 
 02/09  16:00:00,690286510.9270581,22520457.219299678,0.0,766134049.2768176,1950440010.7550895,416493423.30581033,95179405.21462405 
 02/09  17:00:00,682915283.2114187,23947122.463431522,0.0,770356737.160979,1950440010.7550895,422717565.0787226,95094324.65985349 
 02/09  18:00:00,560993484.6583316,33461833.238330685,0.0,449066006.8816555,1483642324.0297346,295180351.752868,94089838.72304167 
 02/09  19:00:00,475385430.1767759,43303813.25886896,0.0,296653033.108991,1366942902.3483958,260562039.15801847,93698591.03771189 
 02/09  20:00:00,445942952.6456616,50320407.73960778,0.0,296653033.108991,1366942902.3483958,255230859.6829555,93594961.79369193 
 02/09  21:00:00,395336100.2284418,56247381.99681345,0.0,197765105.62937143,1366942902.3483958,253317499.02730635,93530065.50231323 
 02/09  22:00:00,361614626.6391686,60158708.12410262,0.0,197765105.62937143,1366942902.3483958,252927506.0057455,93495768.36975354 
 02/09  23:00:00,221812271.26765248,63527508.49383645,0.0,98887927.4796197,1366942902.3483958,152609630.79620156,17214356.553167153 
 02/09  24:00:00,212864324.17535973,69935926.9881491,0.0,49438589.07487582,1366942902.3483958,152609630.79620156,17214356.553167153 
 02/10  01:00:00,206143180.32264656,74371648.9771789,0.0,38694479.62202592,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/10  02:00:00,205380455.9150511,74188771.07494836,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/10  03:00:00,204881106.46998626,73665479.05721399,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/10  04:00:00,204200354.89153907,73900173.38282233,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/10  05:00:00,203636347.64546922,75279821.51794009,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/10  06:00:00,219832860.24348798,75254625.96143343,0.0,38137022.65685523,1262579853.8292506,178521522.85084718,61431455.14313705 
 02/10  07:00:00,247719640.00469708,73558794.3206569,72428009.06247407,88762776.67582561,1366942902.3483958,262244782.51592037,93675707.71083485 
 02/10  08:00:00,222562331.81682715,73462661.95985821,188006675.1104269,276419943.5936475,1366942902.3483958,252893099.09641337,93929558.08143464 
 02/10  09:00:00,283341023.51560324,67028068.09007982,44930031.710658945,769679588.7344592,1950440010.7550895,288784564.1673256,93555475.08280969 
 02/10  10:00:00,387567831.98397064,65891829.276150554,1195993.9996235692,766134049.2768176,1950440010.7550895,318107351.5999877,93670349.89537321 
 02/10  11:00:00,460476692.84889245,56264231.2204905,0.0,766134049.2768176,1950440010.7550895,338170390.2753203,94004966.60510364 
 02/10  12:00:00,555964502.4398063,39371509.183076516,0.0,766134049.2768176,1950440010.7550895,366116336.61029893,94425794.98236588 
 02/10  13:00:00,594337299.3517691,31774334.93284685,0.0,766134049.2768176,1833740589.0737503,334405001.13628066,94442834.58531767 
 02/10  14:00:00,669726266.8860314,24999238.57220285,0.0,766134049.2768176,1950440010.7550895,359594561.2899823,95254066.10208544 
 02/10  15:00:00,684081025.2275496,23313065.89143615,0.0,766134049.2768176,1950440010.7550895,370671398.9721425,95396714.2775755 
 02/10  16:00:00,716765263.4329209,16986041.663080152,0.0,766134049.2768176,1950440010.7550895,417110007.08942854,95428492.95764285 
 02/10  17:00:00,739644059.1899502,11079135.80515117,0.0,769299273.2721692,1950440010.7550895,443024544.63947886,95284990.40660487 
 02/10  18:00:00,599248737.6128011,27073435.153879527,0.0,448943808.729303,1483642324.0297346,303555381.80253357,94212098.35391113 
 02/10  19:00:00,519714938.64673525,32880204.863651,0.0,296653033.108991,1366942902.3483958,264789765.93111068,93837440.69556735 
 02/10  20:00:00,485447566.4530173,38424172.44313786,0.0,296653033.108991,1366942902.3483958,258212645.56698263,93718042.334613 
 02/10  21:00:00,432249570.9183265,52301665.91379565,0.0,197765105.62937143,1366942902.3483958,254343695.29143685,93587035.40095675 
 02/10  22:00:00,412671630.2398935,51406244.85103373,0.0,197765105.62937143,1366942902.3483958,253219184.94854742,93553813.10437922 
 02/10  23:00:00,236266154.56560236,57026665.82581425,0.0,98887927.4796197,1366942902.3483958,152609630.79620156,17214356.553167153 
 02/10  24:00:00,219318946.73560718,68017341.24323155,0.0,49438589.07487582,1366942902.3483958,152609630.79620156,17214356.553167153 
 02/11  01:00:00,216096632.63296533,69934054.68971302,0.0,38694479.62202592,1171971194.277698,152609630.79620153,17012017.457849614 
 02/11  02:00:00,211621177.07958466,72459892.96322697,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17012017.457849614 
 02/11  03:00:00,206355212.19428894,75867294.55038497,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17012017.457849614 
 02/11  04:00:00,205625395.7158309,75794004.44266382,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17012017.457849614 
 02/11  05:00:00,204601199.82235992,75569227.62685473,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17012017.457849614 
 02/11  06:00:00,227210112.90121365,74712074.02992535,0.0,36545657.73145594,1171971194.277698,178521522.85084715,61435436.486923546 
 02/11  07:00:00,303858800.93613434,73869809.5361406,12040060.766990732,88762776.67582561,1366942902.3483958,262365337.36316046,93579669.56696963 
 02/11  08:00:00,283874709.75389355,72316351.6834648,7475662.771370192,92169337.26947172,1366942902.3483958,252612422.00267035,93442602.35340649 
 02/11  09:00:00,325031208.7631961,63030788.31405214,3732536.353851067,256556267.11574608,1483642324.0297346,254709663.45319128,93477802.69633013 
 02/11  10:00:00,410784470.1205541,55828297.62666324,911671.4680869017,255377965.44577354,1483642324.0297346,262797280.8726395,93602296.45269808 
 02/11  11:00:00,454020046.6679387,49170152.335131906,0.0,255377965.44577354,1483642324.0297346,268283752.7939015,93751589.92168286 
 02/11  12:00:00,502825574.5466337,38401770.728063725,0.0,255377965.44577354,1483642324.0297346,277802942.5785142,93953669.62392847 
 02/11  13:00:00,526545137.16980743,35409889.10069697,0.0,127688982.72288677,1308593191.5077264,274880570.4639935,94024973.44682273 
 02/11  14:00:00,554847722.7173312,30426961.137248598,0.0,127688982.72288677,1308593191.5077264,281664583.1897722,94177898.65049005 
 02/11  15:00:00,591480205.2650715,22678231.589649074,0.0,127688982.72288677,1308593191.5077264,287828738.1991428,94315169.53316721 
 02/11  16:00:00,612102953.7138935,20469511.1297685,0.0,127688982.72288677,1308593191.5077264,295134024.6109276,94414188.51738702 
 02/11  17:00:00,599060211.4671764,23602024.9650146,0.0,128208267.09784418,1308593191.5077264,288470940.38641727,94334661.60576528 
 02/11  18:00:00,499854420.69594985,27427525.391439132,0.0,44818369.08638631,1250243480.667057,252126300.6847973,93689254.05175197 
 02/11  19:00:00,292611161.19547373,41205882.830107555,0.0,49438589.07487582,1250243480.667057,155462401.34096745,55289175.588066794 
 02/11  20:00:00,263569168.68785593,46195725.807051025,0.0,38694479.62202592,1171971194.277698,152609630.79620153,17214356.553167153 
 02/11  21:00:00,252313862.97525635,48294190.13232753,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17214356.553167153 
 02/11  22:00:00,245615816.02947992,50648519.98807614,0.0,36545657.73145594,1171971194.277698,152609630.79620153,17214356.553167153 
 02/11  23:00:00,230072554.0936722,61297963.88577685,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17214356.553167153 
 02/11  24:00:00,219363446.5761292,69390726.30216715,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17214356.553167153 
 02/12  01:00:00,225095222.52970642,63659636.3196836,0.0,36545657.73145594,1171971194.277698,152609630.79620153,17012017.457849614 
 02/12  02:00:00,211021948.21157783,71890472.34671873,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17012017.457849614 
 02/12  03:00:00,204119233.6610369,79567570.10889193,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17012017.457849614 
 02/12  04:00:00,203605379.46605974,77005041.41526979,0.0,36545657.73145594,1171971194.277698,152609630.79620153,17012017.457849614 
 02/12  05:00:00,203480442.6637314,73794029.85820173,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17012017.457849614 
 02/12  06:00:00,203119437.86323172,74952462.48222329,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17012017.457849614 
 02/12  07:00:00,202735092.54874,76843016.9349894,0.0,47289767.18430585,1250243480.667057,152609630.79620156,17214356.553167153 
