Date/Time,Cooling:Electricity [J](Hourly),Humidifier:Electricity [J](Hourly),Heating:NaturalGas [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly) 
 12/14  05:00:00,432861345.4040925,99081163.96518038,0.0,36545657.73145594,2114277911.0522914,152609630.79620156,17012017.457849614 
 12/14  06:00:00,460130915.4680182,99327130.37813583,0.0,38137022.65685523,2114277911.0522914,179587986.3348593,67785121.99602899 
 12/14  07:00:00,569383697.7365289,98215509.19550003,12401355.9833338,88762776.67582561,2218640959.5714364,266351542.78922147,93634305.68405466 
 12/14  08:00:00,530310455.80194056,101713022.42632666,8311224.301004435,276908018.3862821,2218640959.5714364,254017605.78693345,93480214.94729047 
 12/14  09:00:00,618368700.1829526,89932130.92875221,0.0,773604630.8431495,2802138067.978131,285308715.86067593,93635822.21398748 
 12/14  10:00:00,661114765.943197,84859407.46947439,0.0,766162871.6811354,2802138067.978131,316129777.0355644,93822951.65998203 
 12/14  11:00:00,732825567.4224561,67854191.80246733,0.0,766134049.2768176,2802138067.978131,336859902.5059514,94125382.10727721 
 12/14  12:00:00,835980813.8117845,42395424.82192386,0.0,766134049.2768176,2802138067.978131,349887325.54364836,94566520.09188884 
 12/14  13:00:00,856611824.3627021,33076485.025788322,0.0,766134049.2768176,2685438646.296792,313341483.73848826,94471075.97619581 
 12/14  14:00:00,953240999.2383796,26188334.845107287,0.0,766134049.2768176,2802138067.978131,336492589.06363416,95682822.22598617 
 12/14  15:00:00,964538522.6558484,27444813.306542978,0.0,766134049.2768176,2802138067.978131,353566694.24859315,96003550.34956345 
 12/14  16:00:00,935473809.6958569,24686191.47865627,0.0,768847453.5568662,2802138067.978131,400770407.8864078,95212627.71896231 
 12/14  17:00:00,911771508.3942194,27057056.70350504,0.0,792805868.3556759,2802138067.978131,394975899.38160586,94808224.6928108 
 12/14  18:00:00,781188566.4939301,42171265.92611888,0.0,487728908.3446784,2335340381.2527757,281806167.4873514,93896835.50869922 
 12/14  19:00:00,719924416.3404986,53874471.2133504,0.0,296653033.108991,2218640959.5714364,259649474.3774448,93689832.97592506 
 12/14  20:00:00,707578892.6926334,59009263.07787915,0.0,296653033.108991,2218640959.5714364,256595508.74763197,93666158.2898375 
 12/14  21:00:00,706426592.7975157,58624881.00090899,0.0,197765105.62937143,2218640959.5714364,254852916.9271662,93648183.93147776 
 12/14  22:00:00,705792035.1513934,58317674.15368178,0.0,197765105.62937143,2218640959.5714364,254311970.2791407,93633564.26749673 
 12/14  23:00:00,492025159.723627,63232049.294947326,0.0,98887927.4796197,2218640959.5714364,152609630.79620156,17214356.553167153 
 12/14  24:00:00,486720691.41784006,66066922.260551184,0.0,49438589.07487582,2218640959.5714364,152609630.79620156,17214356.553167153 
 12/15  01:00:00,486834922.52425575,66152276.718186274,0.0,38694479.62202592,2114277911.0522914,152609630.79620156,17012017.457849614 
 12/15  02:00:00,480434012.9969504,69548307.76577833,0.0,36545657.73145594,2114277911.0522914,152609630.79620156,17012017.457849614 
 12/15  03:00:00,467903253.09762967,77013285.99590407,0.0,36545657.73145594,2114277911.0522914,152609630.79620156,17012017.457849614 
 12/15  04:00:00,454712830.1986095,85665392.50187851,0.0,36545657.73145594,2114277911.0522914,152609630.79620156,17012017.457849614 
 12/15  05:00:00,441499069.5829494,94007180.08788644,0.0,36545657.73145594,2114277911.0522914,152609630.79620156,17012017.457849614 
 12/15  06:00:00,465496367.29482645,98068661.7324928,0.0,38137022.65685523,2114277911.0522914,179659457.3080956,67787274.8837684 
 12/15  07:00:00,572099352.7504683,97016499.99730456,6707874.0569567755,88762776.67582561,2218640959.5714364,264178069.63587674,93602717.84352988 
 12/15  08:00:00,550826867.3543174,95931614.05053076,5654974.771035174,279784340.1236373,2218640959.5714364,254326102.05834463,93485418.46818218 
 12/15  09:00:00,607115990.0265696,92237716.84332722,0.0,777313890.97721,2802138067.978131,283315184.4153999,93570285.41358964 
 12/15  10:00:00,643283588.825252,87430577.96660109,0.0,766817148.5014498,2802138067.978131,293280365.6736556,93638929.20731837 
 12/15  11:00:00,671938700.3226702,76869204.15253499,0.0,766134049.2768176,2802138067.978131,301482536.07784665,93758252.3033196 
 12/15  12:00:00,700533429.9528426,70368527.65973857,0.0,766134049.2768176,2802138067.978131,306671855.8503881,93861567.99146843 
 12/15  13:00:00,709029906.4644343,66826426.79067667,0.0,766134049.2768176,2685438646.296792,292235538.0011282,93836897.09248342 
 12/15  14:00:00,771377708.6620923,50067856.168945104,0.0,766134049.2768176,2802138067.978131,319567066.47606164,94118718.80182323 
 12/15  15:00:00,801483521.2765961,41736973.590312794,0.0,766134049.2768176,2802138067.978131,322869082.47785425,94206776.9192915 
 12/15  16:00:00,797170482.8061922,38864409.862376034,0.0,769511993.5474863,2802138067.978131,317019229.98947144,94084299.20220225 
 12/15  17:00:00,793633326.3710775,36224129.69824363,0.0,791431861.6731397,2802138067.978131,309213648.93826985,93959960.18547215 
 12/15  18:00:00,721650549.9522449,50076035.662213445,0.0,488118217.63368773,2335340381.2527757,259067558.82224935,93644783.6283484 
 12/15  19:00:00,680588670.1482817,66448241.885675035,1178922.6768610133,296653033.108991,2218640959.5714364,253678009.35377562,93567160.35531892 
 12/15  20:00:00,643942927.7157227,74301761.47660765,4427178.584697161,296653033.108991,2218640959.5714364,253292222.99678335,93552184.76090266 
 12/15  21:00:00,621610261.3628683,78668861.43435252,9746418.092848007,197765105.62937143,2218640959.5714364,252935485.30680007,93549987.91265085 
 12/15  22:00:00,603041963.8073444,83259348.48854478,31447989.20690075,197765105.62937143,2218640959.5714364,252697375.98347956,93600702.90452228 
 12/15  23:00:00,455277741.6275209,84623626.21794897,0.0,98887927.4796197,2218640959.5714364,152609630.79620156,17214356.553167153 
 12/15  24:00:00,449057428.8680675,88353736.21954492,0.0,49438589.07487582,2218640959.5714364,152609630.79620156,17214356.553167153 
 12/16  01:00:00,442902709.4324119,91983635.61542082,0.0,38694479.62202592,2023669251.5007389,152609630.79620156,17012017.457849614 
 12/16  02:00:00,442255516.7710269,92228936.61593778,0.0,36545657.73145594,2023669251.5007389,152609630.79620156,17012017.457849614 
 12/16  03:00:00,435239565.51968646,96752289.62543227,0.0,36545657.73145594,2023669251.5007389,152609630.79620156,17012017.457849614 
 12/16  04:00:00,422626615.2202417,104451018.59835999,0.0,36545657.73145594,2023669251.5007389,152609630.79620156,17012017.457849614 
 12/16  05:00:00,416283740.98738253,108145970.73859671,0.0,36545657.73145594,2023669251.5007389,152609630.79620156,17012017.457849614 
 12/16  06:00:00,439781728.1213548,108476913.94173898,38649798.39374005,36545657.73145594,2023669251.5007389,182016613.49498987,67885963.80040058 
 12/16  07:00:00,515234971.5843373,107361252.96436065,387506486.6386363,88762776.67582561,2218640959.5714364,261972982.78665698,94632982.7591571 
 12/16  08:00:00,496925805.5443208,107196633.8420628,229051944.98128974,92635778.41088493,2218640959.5714364,252487427.5052211,94044990.8624526 
 12/16  09:00:00,516467963.60661995,101188676.46188158,84890341.63108705,257265032.7614382,2335340381.2527757,253270473.3616505,93663969.13463533 
 12/16  10:00:00,565613699.7678721,88806337.34502172,37196300.14703013,255377965.44577354,2335340381.2527757,253563934.39822048,93592736.45900437 
 12/16  11:00:00,639496684.8558412,72447791.00563206,8195507.0736773,255377965.44577354,2335340381.2527757,255082373.37292215,93588432.6776695 
 12/16  12:00:00,699886591.5470202,55977230.72981995,2857149.3619337874,255377965.44577354,2335340381.2527757,260945680.91813508,93681672.1029627 
 12/16  13:00:00,715234042.0074853,49863674.14469699,2266920.822403816,127688982.72288677,2160291248.7307673,262731851.09377795,93716922.2595833 
 12/16  14:00:00,729586635.7846773,45488584.44710648,258790.22380119463,127688982.72288677,2160291248.7307673,264122400.47017497,93740940.92865254 
 12/16  15:00:00,741032692.2293663,41368930.898265414,0.0,127688982.72288677,2160291248.7307673,263344312.3289613,93749029.00005144 
 12/16  16:00:00,739330857.8463722,41193434.59619703,0.0,128229709.05132191,2160291248.7307673,261123111.11760026,93729783.87008347 
 12/16  17:00:00,734502323.7351261,40194557.85687766,0.0,132075586.94546144,2160291248.7307673,257222209.85264552,93686008.865805 
 12/16  18:00:00,716598299.3581061,44712373.624832466,0.0,48840132.4453733,2101941537.890098,252126300.6847973,93558593.18427661 
 12/16  19:00:00,495346696.14421475,57273058.26714377,0.0,49438589.07487582,2101941537.890098,152609630.79620156,17214356.553167153 
 12/16  20:00:00,476767864.4696746,68649794.8734625,0.0,38694479.62202592,2023669251.5007389,152609630.79620156,17214356.553167153 
 12/16  21:00:00,470668968.55682075,72024062.91756815,0.0,36545657.73145594,2023669251.5007389,152609630.79620156,17214356.553167153 
 12/16  22:00:00,463747418.52218014,76920401.9393132,0.0,36545657.73145594,2023669251.5007389,152609630.79620156,17214356.553167153 
 12/16  23:00:00,457359302.51280695,81204463.51560935,0.0,36545657.73145594,2023669251.5007389,152609630.79620156,17214356.553167153 
 12/16  24:00:00,450295027.3044956,86700997.61016597,0.0,36545657.73145594,2023669251.5007389,152609630.79620156,17214356.553167153 
 12/17  01:00:00,443781544.11402833,91400745.04754451,0.0,36545657.73145594,2023669251.5007389,152609630.79620156,17012017.457849614 
 12/17  02:00:00,443469524.99092674,91487701.70946127,0.0,36545657.73145594,2023669251.5007389,152609630.79620156,17012017.457849614 
 12/17  03:00:00,443495673.37765515,90849202.57879251,0.0,36545657.73145594,2023669251.5007389,152609630.79620156,17012017.457849614 
 12/17  04:00:00,443745047.44386107,89707957.38635525,0.0,36545657.73145594,2023669251.5007389,152609630.79620156,17012017.457849614 
 12/17  05:00:00,444041887.4450345,88427609.21482953,0.0,36545657.73145594,2023669251.5007389,152609630.79620156,17012017.457849614 
 12/17  06:00:00,437848790.3791636,91836999.90239522,0.0,36545657.73145594,2023669251.5007389,152609630.79620153,17012017.457849614 
 12/17  07:00:00,432078181.4567573,94973894.36744621,0.0,47289767.18430585,2101941537.890098,152609630.79620156,17214356.553167153 
 12/17  08:00:00,432017246.459565,95023689.76269212,0.0,47663166.81446239,2101941537.890098,152609630.79620156,17214356.553167153 
 12/17  09:00:00,438655304.53682184,90239662.09017509,0.0,43814483.499832,2101941537.890098,152609630.79620156,17214356.553167153 
 12/17  10:00:00,451473565.0726328,81945829.77499622,0.0,42888911.23837063,2101941537.890098,152609630.79620156,17214356.553167153 
 12/17  11:00:00,464222770.2576251,74932177.8729055,0.0,42608633.56509274,2101941537.890098,152609630.79620153,17214356.553167153 
 12/17  12:00:00,502492642.7543193,59202621.77570594,0.0,42559924.65578557,2101941537.890098,154511477.82604548,42597646.66248694 
 12/17  13:00:00,582419791.7604687,43471544.25176874,0.0,42559924.65578557,2101941537.890098,174804619.19825011,80719082.37364636 
 12/17  14:00:00,661931865.0082054,39535580.40905989,0.0,42559924.65578557,2101941537.890098,194020563.54472172,93475474.49232836 
 12/17  15:00:00,694370106.5685517,39470331.93500961,0.0,42559924.65578557,2101941537.890098,207072509.51728532,93520701.8528577 
 12/17  16:00:00,662802978.823488,43653530.30442806,0.0,42702635.61247319,2101941537.890098,196619505.01025164,93480193.91249448 
 12/17  17:00:00,578837043.5429691,56536484.763166785,0.0,43847593.11900597,2101941537.890098,179488259.64042002,80725763.99167587 
 12/17  18:00:00,507455833.2887502,64476771.33250347,0.0,48663783.95320901,2101941537.890098,173839088.0065211,87008099.37994322 
 12/17  19:00:00,486106021.7161274,73600255.60524121,0.0,38694479.62202592,2023669251.5007389,166889313.53803852,67970583.0800241 
 12/17  20:00:00,471513563.97964585,81173865.56421965,0.0,36545657.73145594,2023669251.5007389,177365302.22018763,80660622.02323848 
 12/17  21:00:00,448564237.78247136,89242836.52016172,0.0,36545657.73145594,2023669251.5007389,169036806.45561668,23559173.903561637 
 12/17  22:00:00,436636756.01976454,96581355.66418004,0.0,36545657.73145594,2023669251.5007389,163561081.23581165,23559076.61670222 
 12/17  23:00:00,436149037.5106139,96714265.68262629,0.0,36545657.73145594,2023669251.5007389,169036806.45561668,23559192.60189578 
 12/17  24:00:00,435859400.81952953,96767737.34040871,0.0,36545657.73145594,2023669251.5007389,169036806.45561668,23559123.658160605 
 12/18  01:00:00,428920152.4560789,101541170.77228688,0.0,36545657.73145594,2114277911.0522914,169036806.45561668,23356320.298678983 
 12/18  02:00:00,422570239.3380489,105712129.6892305,0.0,36545657.73145594,2114277911.0522914,169036806.45561668,23356784.386590496 
 12/18  03:00:00,415809425.282696,109848106.46774095,0.0,36545657.73145594,2114277911.0522914,174512531.67542174,23357181.00698819 
 12/18  04:00:00,409540844.8495115,114161719.06696706,0.0,36545657.73145594,2114277911.0522914,169036806.4556167,23356776.02946107 
 12/18  05:00:00,408954409.12426674,114733871.99804327,0.0,36545657.73145594,2114277911.0522914,169036806.45561665,23357079.6297271 
